Date,Code,DataSource,Currency,Price,Quantity,Action,Fee,Note
07-02-2024,NFLX,MANUAL,USD,562.78,3,buy,0,Netflix Inc
08-02-2024,DIS,MANUAL,USD,95.67,15,buy,4.95,Walt Disney Company
09-02-2024,INTC,MANUAL,USD,46.23,20,buy,0,Intel Corporation
12-02-2024,VZ,MANUAL,USD,40.89,20,buy,4.95,Verizon Communications
13-02-2024,KO,MANUAL,USD,59.43,15,buy,0,Coca-Cola Company
14-02-2024,WMT,MANUAL,USD,168.34,8,buy,4.95,Walmart Inc
15-02-2024,ABT,MANUAL,USD,113.56,10,buy,0,Abbott Laboratories
16-02-2024,CVX,MANUAL,USD,152.78,8,buy,4.95,Chevron Corporation
19-02-2024,NEE,MANUAL,USD,58.92,15,buy,0,NextEra Energy Inc
20-02-2024,PM,MANUAL,USD,92.34,10,buy,4.95,Philip Morris International
21-02-2024,VTI,MANUAL,USD,243.56,20,buy,0,Vanguard Total Stock Market ETF
22-02-2024,VXUS,MANUAL,USD,56.78,30,buy,0,Vanguard Total Intl Stock ETF
23-02-2024,BND,MANUAL,USD,72.34,25,buy,0,Vanguard Total Bond Market ETF
26-02-2024,QQQ,MANUAL,USD,426.89,5,buy,4.95,Invesco QQQ Trust
27-02-2024,GLD,MANUAL,USD,189.45,10,buy,0,SPDR Gold Shares
28-02-2024,VNQ,MANUAL,USD,82.67,15,buy,4.95,Vanguard Real Estate ETF
29-02-2024,SCHD,MANUAL,USD,78.23,20,buy,0,Schwab US Dividend Equity ETF
25-03-2024,AAPL,MANUAL,USD,0.96,10,dividend,0,Apple Q1 dividend
25-03-2024,MSFT,MANUAL,USD,0.75,8,dividend,0,Microsoft Q1 dividend
25-03-2024,JPM,MANUAL,USD,1.15,12,dividend,0,JPMorgan Q1 dividend
25-03-2024,JNJ,MANUAL,USD,1.24,10,dividend,0,J&J Q1 dividend
25-03-2024,PG,MANUAL,USD,1.0065,10,dividend,0,P&G Q1 dividend
25-03-2024,KO,MANUAL,USD,0.485,15,dividend,0,Coca-Cola Q1 dividend
25-03-2024,XOM,MANUAL,USD,0.95,15,dividend,0,ExxonMobil Q1 dividend
25-03-2024,VTI,MANUAL,USD,0.8267,20,dividend,0,VTI Q1 distribution
25-03-2024,SCHD,MANUAL,USD,0.6123,20,dividend,0,SCHD Q1 distribution
25-03-2024,BND,MANUAL,USD,0.1834,25,dividend,0,BND Q1 distribution
15-04-2024,NVDA,MANUAL,USD,762.00,4,buy,0,NVIDIA add to position
22-04-2024,AMZN,MANUAL,USD,186.13,5,buy,4.95,Amazon add to position
10-05-2024,TSLA,MANUAL,USD,174.56,5,sell,4.95,Tesla trim position
15-05-2024,INTC,MANUAL,USD,31.23,10,sell,0,Intel reduce exposure
25-06-2024,AAPL,MANUAL,USD,0.96,10,dividend,0,Apple Q2 dividend
25-06-2024,MSFT,MANUAL,USD,0.75,8,dividend,0,Microsoft Q2 dividend
25-06-2024,JPM,MANUAL,USD,1.25,12,dividend,0,JPMorgan Q2 dividend
25-06-2024,KO,MANUAL,USD,0.485,15,dividend,0,Coca-Cola Q2 dividend
25-06-2024,XOM,MANUAL,USD,0.95,15,dividend,0,ExxonMobil Q2 dividend
25-06-2024,VTI,MANUAL,USD,0.8712,20,dividend,0,VTI Q2 distribution
25-06-2024,SCHD,MANUAL,USD,0.5589,20,dividend,0,SCHD Q2 distribution
01-07-2024,PLTR,MANUAL,USD,26.45,20,buy,4.95,Palantir Technologies
08-07-2024,UBER,MANUAL,USD,71.23,10,buy,0,Uber Technologies
15-07-2024,SQ,MANUAL,USD,68.34,8,buy,4.95,Block Inc
22-07-2024,COIN,MANUAL,USD,234.56,3,buy,0,Coinbase Global
01-08-2024,Account Management Fee,MANUAL,USD,0,0,fee,75,Annual platform fee
15-08-2024,ARM,MANUAL,USD,142.67,5,buy,4.95,Arm Holdings
