Date,Code,DataSource,Currency,Price,Quantity,Action,Fee,Note
05-02-2016,VOO,YAHOO,USD,474.5,39,sell,9.95,Vanguard S&P 500
05-04-2016,VXUS,YAHOO,USD,35.93,71,buy,0,Vanguard Intl
05-11-2016,Account Fee,MANUAL,USD,0,0,fee,33.94,Quarterly fee
05-23-2016,VNQ,YAHOO,USD,37.48,64,buy,0,Vanguard Real Estate
05-30-2016,VXUS,YAHOO,USD,0.23,48,dividend,0,Vanguard Intl dividend
06-06-2016,VGT,YAHOO,USD,1.14,28,dividend,0,Vanguard Info Tech dividend
06-06-2016,SCHD,YAHOO,USD,28.42,46,buy,1.0,Schwab Dividend
06-07-2016,QQQ,YAHOO,USD,0.23,22,dividend,0,Invesco QQQ dividend
06-13-2016,BND,YAHOO,USD,106.33,13,sell,0,Vanguard Bond
06-23-2016,VOO,YAHOO,USD,3.25,1,dividend,0,Vanguard S&P 500 dividend
06-23-2016,SCHD,YAHOO,USD,56.59,13,buy,0,Schwab Dividend
06-27-2016,SCHD,YAHOO,USD,119.1,15,sell,0,Schwab Dividend
06-30-2016,BND,YAHOO,USD,2.54,36,dividend,0,Vanguard Bond dividend
06-30-2016,SCHD,YAHOO,USD,57.15,6,sell,9.95,Schwab Dividend
06-30-2016,BND,YAHOO,USD,112.74,49,sell,0,Vanguard Bond
07-01-2016,SCHD,YAHOO,USD,27.98,80,buy,0,Schwab Dividend
07-04-2016,VNQ,YAHOO,USD,74.33,25,sell,4.95,Vanguard Real Estate
07-08-2016,VXUS,YAHOO,USD,2.85,1,dividend,0,Vanguard Intl dividend
07-11-2016,BND,YAHOO,USD,38.47,76,buy,0,Vanguard Bond
07-11-2016,Account Fee,MANUAL,USD,0,0,fee,23.38,Quarterly fee
07-15-2016,BND,YAHOO,USD,58.28,37,buy,0,Vanguard Bond
07-18-2016,VTI,YAHOO,USD,0.95,28,dividend,0,Vanguard Total Market dividend
07-20-2016,VOO,YAHOO,USD,3.31,8,dividend,0,Vanguard S&P 500 dividend
07-22-2016,VNQ,YAHOO,USD,35.68,62,buy,0,Vanguard Real Estate
07-25-2016,VXUS,YAHOO,USD,0.72,20,dividend,0,Vanguard Intl dividend
07-25-2016,VGT,YAHOO,USD,220.31,66,buy,0,Vanguard Info Tech
07-28-2016,BND,YAHOO,USD,2.77,24,dividend,0,Vanguard Bond dividend
08-01-2016,VOO,YAHOO,USD,182.39,63,buy,0,Vanguard S&P 500
08-01-2016,QQQ,YAHOO,USD,419.78,27,sell,9.95,Invesco QQQ
08-01-2016,VTI,YAHOO,USD,0.62,46,dividend,0,Vanguard Total Market dividend
08-02-2016,VOO,YAHOO,USD,253.75,41,sell,0,Vanguard S&P 500
08-08-2016,SCHD,YAHOO,USD,0.85,2,dividend,0,Schwab Dividend dividend
08-08-2016,BND,YAHOO,USD,40.54,52,buy,0,Vanguard Bond
08-15-2016,QQQ,YAHOO,USD,242.19,9,sell,1.0,Invesco QQQ
08-17-2016,VNQ,YAHOO,USD,118.24,1,sell,4.95,Vanguard Real Estate
08-17-2016,SCHD,YAHOO,USD,29.89,54,buy,0,Schwab Dividend
08-29-2016,VXUS,YAHOO,USD,0.38,29,dividend,0,Vanguard Intl dividend
08-29-2016,VTI,YAHOO,USD,331.65,33,sell,4.95,Vanguard Total Market
08-31-2016,VTI,YAHOO,USD,94.89,10,buy,0,Vanguard Total Market
09-02-2016,VTI,YAHOO,USD,254.46,44,sell,9.95,Vanguard Total Market
09-05-2016,VGT,YAHOO,USD,310.52,67,sell,1.0,Vanguard Info Tech
09-09-2016,VNQ,YAHOO,USD,95.93,22,sell,0,Vanguard Real Estate
09-21-2016,Account Fee,MANUAL,USD,0,0,fee,11.2,Quarterly fee
09-26-2016,VXUS,YAHOO,USD,47.17,44,buy,0,Vanguard Intl
09-26-2016,VTI,YAHOO,USD,1.38,43,dividend,0,Vanguard Total Market dividend
09-26-2016,VNQ,YAHOO,USD,91.3,49,sell,0,Vanguard Real Estate
09-30-2016,SCHD,YAHOO,USD,56.97,38,sell,9.95,Schwab Dividend
10-07-2016,VNQ,YAHOO,USD,3.23,29,dividend,0,Vanguard Real Estate dividend
10-17-2016,BND,YAHOO,USD,50.78,80,buy,0,Vanguard Bond
10-18-2016,VGT,YAHOO,USD,330.74,74,buy,4.95,Vanguard Info Tech
10-18-2016,VNQ,YAHOO,USD,36.82,30,buy,4.95,Vanguard Real Estate
10-24-2016,VNQ,YAHOO,USD,0.5,10,dividend,0,Vanguard Real Estate dividend
10-31-2016,VTI,YAHOO,USD,98.68,69,buy,0,Vanguard Total Market
11-03-2016,QQQ,YAHOO,USD,224.18,21,buy,4.95,Invesco QQQ
11-11-2016,VGT,YAHOO,USD,2.98,43,dividend,0,Vanguard Info Tech dividend
11-16-2016,VOO,YAHOO,USD,243.75,11,sell,1.0,Vanguard S&P 500
11-17-2016,VGT,YAHOO,USD,215.63,7,sell,4.95,Vanguard Info Tech
11-18-2016,BND,YAHOO,USD,42.8,58,buy,1.0,Vanguard Bond
11-22-2016,SCHD,YAHOO,USD,22.66,24,buy,0,Schwab Dividend
11-24-2016,VNQ,YAHOO,USD,78.2,52,sell,0,Vanguard Real Estate
11-25-2016,QQQ,YAHOO,USD,227.59,68,buy,0,Invesco QQQ
12-12-2016,SCHD,YAHOO,USD,63.44,74,sell,4.95,Schwab Dividend
12-22-2016,SCHD,YAHOO,USD,78.32,17,sell,0,Schwab Dividend
12-23-2016,VXUS,YAHOO,USD,65.63,9,sell,0,Vanguard Intl
12-26-2016,VXUS,YAHOO,USD,29.82,28,buy,4.95,Vanguard Intl
12-30-2016,VTI,YAHOO,USD,97.28,12,buy,0,Vanguard Total Market
12-30-2016,BND,YAHOO,USD,99.34,11,sell,0,Vanguard Bond
01-02-2017,BND,YAHOO,USD,93.27,24,sell,0,Vanguard Bond
01-02-2017,VGT,YAHOO,USD,324.43,16,sell,0,Vanguard Info Tech
01-12-2017,VNQ,YAHOO,USD,0.18,14,dividend,0,Vanguard Real Estate dividend
01-13-2017,VTI,YAHOO,USD,2.15,38,dividend,0,Vanguard Total Market dividend
01-16-2017,Account Fee,MANUAL,USD,0,0,fee,40.92,Quarterly fee
01-23-2017,VNQ,YAHOO,USD,53.95,76,buy,4.95,Vanguard Real Estate
01-30-2017,BND,YAHOO,USD,111.83,78,sell,4.95,Vanguard Bond
01-30-2017,BND,YAHOO,USD,58.53,6,buy,0,Vanguard Bond
01-31-2017,SCHD,YAHOO,USD,30.24,27,buy,0,Schwab Dividend
02-16-2017,QQQ,YAHOO,USD,202.34,4,sell,4.95,Invesco QQQ
02-21-2017,SCHD,YAHOO,USD,88.68,21,sell,1.0,Schwab Dividend
03-02-2017,SCHD,YAHOO,USD,75.1,17,sell,0,Schwab Dividend
03-07-2017,QQQ,YAHOO,USD,456.97,65,sell,0,Invesco QQQ
03-14-2017,VTI,YAHOO,USD,91.7,17,buy,0,Vanguard Total Market
03-20-2017,VTI,YAHOO,USD,219.46,13,sell,4.95,Vanguard Total Market
03-27-2017,SCHD,YAHOO,USD,2.64,14,dividend,0,Schwab Dividend dividend
03-28-2017,VTI,YAHOO,USD,182.53,54,sell,1.0,Vanguard Total Market
03-28-2017,VOO,YAHOO,USD,609.35,52,sell,0,Vanguard S&P 500
04-03-2017,QQQ,YAHOO,USD,626.22,40,sell,4.95,Invesco QQQ
04-05-2017,VNQ,YAHOO,USD,63.21,44,buy,1.0,Vanguard Real Estate
04-06-2017,VXUS,YAHOO,USD,38.47,14,buy,0,Vanguard Intl
04-10-2017,SCHD,YAHOO,USD,34.4,28,buy,0,Schwab Dividend
04-17-2017,VNQ,YAHOO,USD,66.31,74,sell,9.95,Vanguard Real Estate
04-19-2017,VOO,YAHOO,USD,328.3,62,sell,0,Vanguard S&P 500
04-21-2017,BND,YAHOO,USD,78.57,38,sell,9.95,Vanguard Bond
04-24-2017,VGT,YAHOO,USD,2.32,18,dividend,0,Vanguard Info Tech dividend
04-26-2017,SCHD,YAHOO,USD,80.09,64,sell,0,Schwab Dividend
04-27-2017,QQQ,YAHOO,USD,282.65,2,buy,9.95,Invesco QQQ
05-01-2017,VOO,YAHOO,USD,380.06,15,buy,4.95,Vanguard S&P 500
05-01-2017,BND,YAHOO,USD,51.09,16,buy,0,Vanguard Bond
05-01-2017,QQQ,YAHOO,USD,128.43,32,buy,1.0,Invesco QQQ
05-02-2017,VOO,YAHOO,USD,350.43,71,buy,0,Vanguard S&P 500
05-02-2017,VNQ,YAHOO,USD,56.35,17,buy,0,Vanguard Real Estate
05-08-2017,SCHD,YAHOO,USD,76.1,4,sell,0,Schwab Dividend
05-08-2017,BND,YAHOO,USD,1.53,27,dividend,0,Vanguard Bond dividend
05-09-2017,VGT,YAHOO,USD,2.18,5,dividend,0,Vanguard Info Tech dividend
05-09-2017,VOO,YAHOO,USD,194.27,11,buy,4.95,Vanguard S&P 500
05-10-2017,VGT,YAHOO,USD,0.34,14,dividend,0,Vanguard Info Tech dividend
05-11-2017,SCHD,YAHOO,USD,2.44,21,dividend,0,Schwab Dividend dividend
05-15-2017,SCHD,YAHOO,USD,26.53,68,buy,0,Schwab Dividend
05-16-2017,VGT,YAHOO,USD,103.92,34,buy,9.95,Vanguard Info Tech
05-16-2017,BND,YAHOO,USD,38.97,11,buy,0,Vanguard Bond
05-23-2017,VNQ,YAHOO,USD,51.79,76,buy,9.95,Vanguard Real Estate
05-26-2017,QQQ,YAHOO,USD,90.78,41,buy,4.95,Invesco QQQ
05-30-2017,VNQ,YAHOO,USD,51.11,60,buy,0,Vanguard Real Estate
06-05-2017,BND,YAHOO,USD,103.96,48,sell,0,Vanguard Bond
06-06-2017,QQQ,YAHOO,USD,315.67,58,sell,0,Invesco QQQ
06-12-2017,QQQ,YAHOO,USD,141.72,44,buy,0,Invesco QQQ
06-12-2017,VXUS,YAHOO,USD,58.82,76,sell,9.95,Vanguard Intl
06-12-2017,VTI,YAHOO,USD,242.89,54,sell,1.0,Vanguard Total Market
06-16-2017,VGT,YAHOO,USD,356.75,68,buy,0,Vanguard Info Tech
06-16-2017,SCHD,YAHOO,USD,53.5,40,buy,0,Schwab Dividend
06-22-2017,VNQ,YAHOO,USD,3.15,27,dividend,0,Vanguard Real Estate dividend
06-27-2017,QQQ,YAHOO,USD,198.28,33,sell,0,Invesco QQQ
07-17-2017,VOO,YAHOO,USD,159.62,75,buy,9.95,Vanguard S&P 500
07-17-2017,VTI,YAHOO,USD,258.98,25,sell,9.95,Vanguard Total Market
07-18-2017,VGT,YAHOO,USD,209.85,4,buy,4.95,Vanguard Info Tech
07-24-2017,VGT,YAHOO,USD,0.58,37,dividend,0,Vanguard Info Tech dividend
07-28-2017,SCHD,YAHOO,USD,60.58,78,sell,0,Schwab Dividend
07-31-2017,BND,YAHOO,USD,102.33,64,sell,9.95,Vanguard Bond
07-31-2017,BND,YAHOO,USD,0.13,44,dividend,0,Vanguard Bond dividend
08-14-2017,SCHD,YAHOO,USD,32.55,57,buy,0,Schwab Dividend
08-21-2017,VXUS,YAHOO,USD,63.33,70,sell,0,Vanguard Intl
08-25-2017,VGT,YAHOO,USD,224.82,70,buy,0,Vanguard Info Tech
08-25-2017,VTI,YAHOO,USD,151.86,66,buy,4.95,Vanguard Total Market
08-28-2017,VXUS,YAHOO,USD,1.86,10,dividend,0,Vanguard Intl dividend
09-06-2017,VTI,YAHOO,USD,204.24,3,sell,4.95,Vanguard Total Market
09-12-2017,VOO,YAHOO,USD,309.41,35,buy,0,Vanguard S&P 500
09-21-2017,VTI,YAHOO,USD,120.85,57,buy,4.95,Vanguard Total Market
09-21-2017,VGT,YAHOO,USD,265.95,13,sell,0,Vanguard Info Tech
09-25-2017,VXUS,YAHOO,USD,55.43,35,sell,0,Vanguard Intl
10-02-2017,VOO,YAHOO,USD,359.58,64,sell,0,Vanguard S&P 500
10-03-2017,QQQ,YAHOO,USD,486.99,5,sell,9.95,Invesco QQQ
10-05-2017,SCHD,YAHOO,USD,1.6,14,dividend,0,Schwab Dividend dividend
10-09-2017,VOO,YAHOO,USD,431.11,64,sell,0,Vanguard S&P 500
10-09-2017,QQQ,YAHOO,USD,253.92,35,sell,4.95,Invesco QQQ
10-09-2017,VXUS,YAHOO,USD,75.38,21,sell,9.95,Vanguard Intl
10-12-2017,QQQ,YAHOO,USD,365.03,29,sell,0,Invesco QQQ
10-19-2017,QQQ,YAHOO,USD,140.19,13,buy,1.0,Invesco QQQ
10-26-2017,VOO,YAHOO,USD,301.34,38,buy,0,Vanguard S&P 500
10-30-2017,VNQ,YAHOO,USD,75.71,52,sell,9.95,Vanguard Real Estate
10-31-2017,VTI,YAHOO,USD,380.4,77,sell,4.95,Vanguard Total Market
11-02-2017,VXUS,YAHOO,USD,59.53,13,sell,1.0,Vanguard Intl
11-07-2017,VOO,YAHOO,USD,492.5,58,sell,0,Vanguard S&P 500
11-13-2017,QQQ,YAHOO,USD,317.58,71,sell,1.0,Invesco QQQ
11-14-2017,VNQ,YAHOO,USD,55.32,34,buy,1.0,Vanguard Real Estate
11-20-2017,VXUS,YAHOO,USD,2.92,42,dividend,0,Vanguard Intl dividend
11-27-2017,BND,YAHOO,USD,105.47,24,sell,1.0,Vanguard Bond
11-28-2017,QQQ,YAHOO,USD,135.75,68,buy,1.0,Invesco QQQ
12-04-2017,VOO,YAHOO,USD,343.57,12,sell,0,Vanguard S&P 500
12-18-2017,QQQ,YAHOO,USD,751.89,27,sell,0,Invesco QQQ
12-29-2017,VOO,YAHOO,USD,176.79,43,buy,9.95,Vanguard S&P 500
01-01-2018,QQQ,YAHOO,USD,589.91,68,sell,4.95,Invesco QQQ
01-01-2018,BND,YAHOO,USD,0.46,36,dividend,0,Vanguard Bond dividend
01-03-2018,VOO,YAHOO,USD,200.19,34,buy,0,Vanguard S&P 500
01-15-2018,VNQ,YAHOO,USD,54.04,3,buy,0,Vanguard Real Estate
01-18-2018,VXUS,YAHOO,USD,29.65,29,buy,0,Vanguard Intl
01-22-2018,VTI,YAHOO,USD,268.09,11,sell,0,Vanguard Total Market
01-23-2018,VXUS,YAHOO,USD,33.16,52,buy,0,Vanguard Intl
01-30-2018,VXUS,YAHOO,USD,29.02,21,buy,0,Vanguard Intl
02-05-2018,BND,YAHOO,USD,97.67,15,sell,0,Vanguard Bond
02-05-2018,VXUS,YAHOO,USD,29.6,60,buy,1.0,Vanguard Intl
02-05-2018,VNQ,YAHOO,USD,82.65,74,sell,0,Vanguard Real Estate
02-07-2018,VNQ,YAHOO,USD,37.07,18,buy,0,Vanguard Real Estate
02-09-2018,SCHD,YAHOO,USD,42.88,75,buy,9.95,Schwab Dividend
02-09-2018,VXUS,YAHOO,USD,42.8,18,buy,0,Vanguard Intl
02-12-2018,SCHD,YAHOO,USD,27.74,34,buy,0,Schwab Dividend
02-16-2018,VXUS,YAHOO,USD,2.55,27,dividend,0,Vanguard Intl dividend
02-19-2018,VNQ,YAHOO,USD,0.73,27,dividend,0,Vanguard Real Estate dividend
02-19-2018,Account Fee,MANUAL,USD,0,0,fee,15.63,Quarterly fee
02-19-2018,BND,YAHOO,USD,82.16,79,sell,0,Vanguard Bond
02-20-2018,QQQ,YAHOO,USD,389.44,34,buy,0,Invesco QQQ
02-22-2018,VGT,YAHOO,USD,296.92,68,buy,0,Vanguard Info Tech
03-02-2018,VGT,YAHOO,USD,133.96,45,sell,9.95,Vanguard Info Tech
03-07-2018,VXUS,YAHOO,USD,74.08,73,sell,0,Vanguard Intl
03-13-2018,VXUS,YAHOO,USD,72.66,29,sell,0,Vanguard Intl
03-14-2018,VGT,YAHOO,USD,145.95,74,buy,0,Vanguard Info Tech
03-16-2018,VGT,YAHOO,USD,0.99,49,dividend,0,Vanguard Info Tech dividend
03-16-2018,Account Fee,MANUAL,USD,0,0,fee,15.64,Quarterly fee
03-19-2018,BND,YAHOO,USD,50.48,57,buy,1.0,Vanguard Bond
03-19-2018,BND,YAHOO,USD,76.85,26,sell,0,Vanguard Bond
03-19-2018,VXUS,YAHOO,USD,73.63,63,sell,9.95,Vanguard Intl
03-26-2018,VXUS,YAHOO,USD,58.98,23,sell,0,Vanguard Intl
03-30-2018,QQQ,YAHOO,USD,732.83,31,sell,0,Invesco QQQ
04-09-2018,VTI,YAHOO,USD,108.66,43,buy,0,Vanguard Total Market
04-13-2018,VNQ,YAHOO,USD,2.25,11,dividend,0,Vanguard Real Estate dividend
04-16-2018,BND,YAHOO,USD,75.48,78,sell,1.0,Vanguard Bond
04-20-2018,VNQ,YAHOO,USD,52.19,18,buy,9.95,Vanguard Real Estate
04-23-2018,VOO,YAHOO,USD,351.55,69,sell,0,Vanguard S&P 500
04-24-2018,VTI,YAHOO,USD,109.55,80,buy,0,Vanguard Total Market
04-30-2018,VTI,YAHOO,USD,243.14,65,sell,0,Vanguard Total Market
05-14-2018,VXUS,YAHOO,USD,1.94,40,dividend,0,Vanguard Intl dividend
05-18-2018,VXUS,YAHOO,USD,73.0,25,sell,0,Vanguard Intl
05-21-2018,VXUS,YAHOO,USD,3.35,40,dividend,0,Vanguard Intl dividend
05-28-2018,VOO,YAHOO,USD,283.9,5,buy,9.95,Vanguard S&P 500
05-28-2018,VOO,YAHOO,USD,193.8,64,buy,0,Vanguard S&P 500
05-31-2018,VOO,YAHOO,USD,326.61,13,buy,0,Vanguard S&P 500
06-04-2018,SCHD,YAHOO,USD,43.23,79,buy,4.95,Schwab Dividend
06-04-2018,SCHD,YAHOO,USD,0.12,34,dividend,0,Schwab Dividend dividend
06-04-2018,VGT,YAHOO,USD,184.75,46,sell,4.95,Vanguard Info Tech
06-12-2018,QQQ,YAHOO,USD,183.8,58,buy,0,Invesco QQQ
06-12-2018,VNQ,YAHOO,USD,59.5,9,buy,0,Vanguard Real Estate
06-13-2018,SCHD,YAHOO,USD,63.29,66,sell,4.95,Schwab Dividend
06-18-2018,VNQ,YAHOO,USD,36.68,42,buy,0,Vanguard Real Estate
