Date,Code,DataSource,Currency,Price,Quantity,Action,Fee,Note
25-03-2015,CRSP,YAHOO,USD,55.89,53,sell,0,CRISPR Therapeutics
26-03-2015,BNTX,YAHOO,USD,187.49,65,buy,4.95,BioNTech
27-03-2015,TDOC,YAHOO,USD,261.58,58,buy,1.0,Teladoc Health
30-03-2015,ZM,YAHOO,USD,0.94,9,dividend,0,Zoom Video dividend
01-04-2015,MRNA,YAHOO,USD,57.41,7,sell,9.95,Moderna
06-04-2015,BNTX,YAHOO,USD,244.72,38,buy,0,BioNTech
09-04-2015,EDIT,YAHOO,USD,9.24,41,buy,1.0,Editas Medicine
13-04-2015,TDOC,YAHOO,USD,254.1,29,buy,0,Teladoc Health
14-04-2015,ZM,YAHOO,USD,0.5,23,dividend,0,Zoom Video dividend
15-04-2015,PTON,YAHOO,USD,2.11,8,dividend,0,Peloton dividend
05-05-2015,TDOC,YAHOO,USD,33.19,76,sell,0,Teladoc Health
20-05-2015,BNTX,YAHOO,USD,271.29,52,buy,1.0,BioNTech
21-05-2015,CRSP,YAHOO,USD,1.36,22,dividend,0,CRISPR Therapeutics dividend
25-05-2015,ZM,YAHOO,USD,0.4,26,dividend,0,Zoom Video dividend
26-05-2015,TDOC,YAHOO,USD,22.2,17,sell,0,Teladoc Health
26-05-2015,BYND,YAHOO,USD,26.98,79,buy,9.95,Beyond Meat
28-05-2015,EDIT,YAHOO,USD,1.39,40,sell,0,Editas Medicine
05-06-2015,Account Fee,MANUAL,USD,0,0,fee,34.61,Quarterly fee
05-06-2015,MRNA,YAHOO,USD,46.34,59,sell,0,Moderna
08-06-2015,CRSP,YAHOO,USD,116.04,24,buy,0,CRISPR Therapeutics
08-06-2015,EDIT,YAHOO,USD,1.22,7,dividend,0,Editas Medicine dividend
15-06-2015,BNTX,YAHOO,USD,351.34,65,buy,9.95,BioNTech
30-06-2015,BNTX,YAHOO,USD,146.91,53,sell,4.95,BioNTech
02-07-2015,PTON,YAHOO,USD,135.74,34,buy,0,Peloton
06-07-2015,BYND,YAHOO,USD,65.52,64,buy,1.0,Beyond Meat
13-07-2015,BNTX,YAHOO,USD,134.6,52,sell,0,BioNTech
13-07-2015,TDOC,YAHOO,USD,2.12,44,dividend,0,Teladoc Health dividend
20-07-2015,Account Fee,MANUAL,USD,0,0,fee,30.21,Quarterly fee
03-08-2015,CRSP,YAHOO,USD,38.9,32,sell,0,CRISPR Therapeutics
04-08-2015,EDIT,YAHOO,USD,27.66,70,sell,1.0,Editas Medicine
05-08-2015,PTON,YAHOO,USD,15.29,35,sell,1.0,Peloton
07-08-2015,BYND,YAHOO,USD,54.93,5,sell,0,Beyond Meat
10-08-2015,BYND,YAHOO,USD,22.72,10,sell,4.95,Beyond Meat
17-08-2015,MRNA,YAHOO,USD,184.68,52,buy,0,Moderna
17-08-2015,CRSP,YAHOO,USD,71.1,43,buy,1.0,CRISPR Therapeutics
24-08-2015,EDIT,YAHOO,USD,17.36,42,sell,0,Editas Medicine
31-08-2015,ZM,YAHOO,USD,105.46,44,sell,9.95,Zoom Video
04-09-2015,CRSP,YAHOO,USD,1.25,21,dividend,0,CRISPR Therapeutics dividend
07-09-2015,TDOC,YAHOO,USD,273.82,42,buy,0,Teladoc Health
08-09-2015,ZM,YAHOO,USD,414.84,60,buy,1.0,Zoom Video
14-09-2015,EDIT,YAHOO,USD,13.72,17,buy,0,Editas Medicine
17-09-2015,ZM,YAHOO,USD,2.83,25,dividend,0,Zoom Video dividend
21-09-2015,EDIT,YAHOO,USD,21.74,40,buy,0,Editas Medicine
21-09-2015,PTON,YAHOO,USD,8.45,32,sell,9.95,Peloton
23-09-2015,CRSP,YAHOO,USD,116.79,21,buy,4.95,CRISPR Therapeutics
25-09-2015,ZM,YAHOO,USD,1.34,24,dividend,0,Zoom Video dividend
28-09-2015,EDIT,YAHOO,USD,0.97,22,dividend,0,Editas Medicine dividend
28-09-2015,PTON,YAHOO,USD,72.08,21,buy,9.95,Peloton
02-10-2015,MRNA,YAHOO,USD,1.47,29,dividend,0,Moderna dividend
12-10-2015,CRSP,YAHOO,USD,58.2,11,buy,0,CRISPR Therapeutics
12-10-2015,CRSP,YAHOO,USD,52.33,64,buy,9.95,CRISPR Therapeutics
12-10-2015,MRNA,YAHOO,USD,2.58,30,dividend,0,Moderna dividend
16-10-2015,PTON,YAHOO,USD,1.4,25,dividend,0,Peloton dividend
19-10-2015,Account Fee,MANUAL,USD,0,0,fee,12.7,Quarterly fee
23-10-2015,MRNA,YAHOO,USD,215.17,14,sell,0,Moderna
27-10-2015,TDOC,YAHOO,USD,132.52,3,sell,0,Teladoc Health
02-11-2015,TDOC,YAHOO,USD,18.46,40,sell,9.95,Teladoc Health
05-11-2015,PTON,YAHOO,USD,16.84,29,sell,1.0,Peloton
09-11-2015,ZM,YAHOO,USD,107.2,25,sell,0,Zoom Video
09-11-2015,CRSP,YAHOO,USD,63.38,78,sell,9.95,CRISPR Therapeutics
20-11-2015,BYND,YAHOO,USD,93.65,56,buy,0,Beyond Meat
26-11-2015,EDIT,YAHOO,USD,10.14,58,sell,4.95,Editas Medicine
26-11-2015,Account Fee,MANUAL,USD,0,0,fee,27.71,Quarterly fee
02-12-2015,BNTX,YAHOO,USD,75.99,49,sell,1.0,BioNTech
04-12-2015,CRSP,YAHOO,USD,87.37,68,buy,9.95,CRISPR Therapeutics
07-12-2015,CRSP,YAHOO,USD,42.55,72,sell,1.0,CRISPR Therapeutics
08-12-2015,MRNA,YAHOO,USD,114.38,42,buy,9.95,Moderna
09-12-2015,MRNA,YAHOO,USD,189.35,30,buy,0,Moderna
14-12-2015,PTON,YAHOO,USD,33.82,42,sell,4.95,Peloton
14-12-2015,ZM,YAHOO,USD,188.93,53,buy,0,Zoom Video
14-12-2015,CRSP,YAHOO,USD,77.42,23,buy,4.95,CRISPR Therapeutics
14-12-2015,CRSP,YAHOO,USD,1.42,11,dividend,0,CRISPR Therapeutics dividend
16-12-2015,BNTX,YAHOO,USD,182.51,58,buy,9.95,BioNTech
17-12-2015,MRNA,YAHOO,USD,148.27,72,buy,0,Moderna
18-12-2015,TDOC,YAHOO,USD,115.89,42,sell,0,Teladoc Health
22-12-2015,TDOC,YAHOO,USD,144.26,37,buy,0,Teladoc Health
07-01-2016,ZM,YAHOO,USD,67.5,3,sell,1.0,Zoom Video
07-01-2016,EDIT,YAHOO,USD,38.0,69,buy,1.0,Editas Medicine
11-01-2016,TDOC,YAHOO,USD,25.75,8,buy,1.0,Teladoc Health
18-01-2016,CRSP,YAHOO,USD,28.42,40,sell,4.95,CRISPR Therapeutics
19-01-2016,TDOC,YAHOO,USD,196.43,67,buy,0,Teladoc Health
27-01-2016,Account Fee,MANUAL,USD,0,0,fee,27.99,Quarterly fee
29-01-2016,MRNA,YAHOO,USD,179.72,62,buy,0,Moderna
03-02-2016,MRNA,YAHOO,USD,129.36,5,buy,0,Moderna
09-02-2016,MRNA,YAHOO,USD,104.73,3,sell,0,Moderna
15-02-2016,EDIT,YAHOO,USD,38.27,27,buy,0,Editas Medicine
16-02-2016,PTON,YAHOO,USD,101.3,22,buy,0,Peloton
07-03-2016,BNTX,YAHOO,USD,88.14,26,sell,0,BioNTech
07-03-2016,EDIT,YAHOO,USD,18.95,71,buy,0,Editas Medicine
08-03-2016,Account Fee,MANUAL,USD,0,0,fee,10.5,Quarterly fee
11-03-2016,BYND,YAHOO,USD,46.38,73,buy,0,Beyond Meat
15-03-2016,Account Fee,MANUAL,USD,0,0,fee,45.55,Quarterly fee
21-03-2016,BNTX,YAHOO,USD,232.59,39,buy,9.95,BioNTech
21-03-2016,MRNA,YAHOO,USD,183.08,28,sell,9.95,Moderna
25-03-2016,BNTX,YAHOO,USD,95.95,22,sell,0,BioNTech
07-04-2016,BNTX,YAHOO,USD,111.68,43,sell,0,BioNTech
20-04-2016,EDIT,YAHOO,USD,9.49,38,sell,0,Editas Medicine
22-04-2016,MRNA,YAHOO,USD,404.28,40,buy,0,Moderna
02-05-2016,BNTX,YAHOO,USD,240.97,31,buy,4.95,BioNTech
02-05-2016,MRNA,YAHOO,USD,150.82,45,buy,0,Moderna
09-05-2016,CRSP,YAHOO,USD,106.36,14,buy,0,CRISPR Therapeutics
13-05-2016,MRNA,YAHOO,USD,368.38,51,buy,1.0,Moderna
16-05-2016,PTON,YAHOO,USD,93.64,70,buy,4.95,Peloton
23-05-2016,CRSP,YAHOO,USD,1.47,5,dividend,0,CRISPR Therapeutics dividend
01-06-2016,PTON,YAHOO,USD,0.38,41,dividend,0,Peloton dividend
08-06-2016,TDOC,YAHOO,USD,281.6,74,buy,1.0,Teladoc Health
16-06-2016,EDIT,YAHOO,USD,20.34,2,buy,0,Editas Medicine
20-06-2016,CRSP,YAHOO,USD,73.65,39,buy,0,CRISPR Therapeutics
20-06-2016,EDIT,YAHOO,USD,2.02,50,sell,0,Editas Medicine
20-06-2016,MRNA,YAHOO,USD,225.75,1,sell,9.95,Moderna
23-06-2016,ZM,YAHOO,USD,1.12,48,dividend,0,Zoom Video dividend
29-06-2016,EDIT,YAHOO,USD,55.72,5,buy,0,Editas Medicine
06-07-2016,EDIT,YAHOO,USD,0.19,21,dividend,0,Editas Medicine dividend
06-07-2016,ZM,YAHOO,USD,115.56,60,sell,0,Zoom Video
08-07-2016,EDIT,YAHOO,USD,3.01,64,sell,1.0,Editas Medicine
12-07-2016,Account Fee,MANUAL,USD,0,0,fee,23.9,Quarterly fee
18-07-2016,BYND,YAHOO,USD,40.68,37,sell,0,Beyond Meat
22-07-2016,CRSP,YAHOO,USD,80.52,65,buy,9.95,CRISPR Therapeutics
27-07-2016,EDIT,YAHOO,USD,45.28,80,buy,0,Editas Medicine
10-08-2016,PTON,YAHOO,USD,57.96,29,buy,0,Peloton
22-08-2016,MRNA,YAHOO,USD,86.64,75,sell,0,Moderna
23-08-2016,CRSP,YAHOO,USD,14.74,52,sell,0,CRISPR Therapeutics
23-08-2016,BYND,YAHOO,USD,81.17,15,sell,0,Beyond Meat
29-08-2016,ZM,YAHOO,USD,338.74,27,buy,4.95,Zoom Video
29-08-2016,PTON,YAHOO,USD,11.95,12,sell,4.95,Peloton
05-09-2016,PTON,YAHOO,USD,10.85,63,sell,0,Peloton
12-09-2016,ZM,YAHOO,USD,2.75,29,dividend,0,Zoom Video dividend
15-09-2016,BYND,YAHOO,USD,99.31,80,sell,0,Beyond Meat
23-09-2016,TDOC,YAHOO,USD,30.94,36,buy,1.0,Teladoc Health
03-10-2016,BYND,YAHOO,USD,109.68,65,buy,1.0,Beyond Meat
04-10-2016,MRNA,YAHOO,USD,33.35,69,sell,0,Moderna
10-10-2016,TDOC,YAHOO,USD,252.0,62,buy,0,Teladoc Health
10-10-2016,BYND,YAHOO,USD,1.1,47,dividend,0,Beyond Meat dividend
12-10-2016,ZM,YAHOO,USD,80.38,52,buy,4.95,Zoom Video
19-10-2016,Account Fee,MANUAL,USD,0,0,fee,21.06,Quarterly fee
03-11-2016,MRNA,YAHOO,USD,105.43,39,sell,0,Moderna
03-11-2016,PTON,YAHOO,USD,30.37,5,sell,1.0,Peloton
04-11-2016,BYND,YAHOO,USD,13.41,57,sell,0,Beyond Meat
09-11-2016,BNTX,YAHOO,USD,3.03,29,dividend,0,BioNTech dividend
09-11-2016,BNTX,YAHOO,USD,141.57,16,sell,1.0,BioNTech
14-11-2016,BYND,YAHOO,USD,68.49,70,sell,9.95,Beyond Meat
14-11-2016,BYND,YAHOO,USD,31.82,50,buy,0,Beyond Meat
14-11-2016,TDOC,YAHOO,USD,183.65,77,buy,0,Teladoc Health
15-11-2016,EDIT,YAHOO,USD,9.0,30,sell,0,Editas Medicine
15-11-2016,CRSP,YAHOO,USD,74.85,68,sell,0,CRISPR Therapeutics
16-11-2016,MRNA,YAHOO,USD,74.8,24,sell,0,Moderna
16-11-2016,TDOC,YAHOO,USD,103.28,51,buy,0,Teladoc Health
17-11-2016,TDOC,YAHOO,USD,96.08,13,sell,4.95,Teladoc Health
21-11-2016,EDIT,YAHOO,USD,4.78,11,sell,0,Editas Medicine
28-11-2016,ZM,YAHOO,USD,322.01,77,buy,4.95,Zoom Video
28-11-2016,ZM,YAHOO,USD,432.24,8,buy,1.0,Zoom Video
05-12-2016,BNTX,YAHOO,USD,271.17,4,buy,0,BioNTech
09-12-2016,Account Fee,MANUAL,USD,0,0,fee,31.45,Quarterly fee
16-12-2016,BNTX,YAHOO,USD,72.96,29,sell,4.95,BioNTech
26-12-2016,CRSP,YAHOO,USD,33.26,1,sell,4.95,CRISPR Therapeutics
26-12-2016,MRNA,YAHOO,USD,337.44,11,buy,9.95,Moderna
04-01-2017,Account Fee,MANUAL,USD,0,0,fee,6.97,Quarterly fee
06-01-2017,CRSP,YAHOO,USD,23.3,34,sell,0,CRISPR Therapeutics
09-01-2017,CRSP,YAHOO,USD,1.68,50,dividend,0,CRISPR Therapeutics dividend
09-01-2017,BNTX,YAHOO,USD,189.07,33,sell,0,BioNTech
11-01-2017,CRSP,YAHOO,USD,57.48,28,sell,0,CRISPR Therapeutics
16-01-2017,BYND,YAHOO,USD,0.54,43,dividend,0,Beyond Meat dividend
16-01-2017,Account Fee,MANUAL,USD,0,0,fee,8.39,Quarterly fee
16-01-2017,TDOC,YAHOO,USD,16.16,5,sell,0,Teladoc Health
18-01-2017,MRNA,YAHOO,USD,381.44,23,buy,9.95,Moderna
02-02-2017,ZM,YAHOO,USD,383.34,26,buy,0,Zoom Video
02-02-2017,MRNA,YAHOO,USD,315.28,39,buy,1.0,Moderna
03-02-2017,ZM,YAHOO,USD,2.39,47,dividend,0,Zoom Video dividend
06-02-2017,PTON,YAHOO,USD,1.55,16,dividend,0,Peloton dividend
06-02-2017,CRSP,YAHOO,USD,114.26,72,buy,1.0,CRISPR Therapeutics
06-02-2017,ZM,YAHOO,USD,375.54,60,buy,0,Zoom Video
07-02-2017,CRSP,YAHOO,USD,36.64,8,sell,0,CRISPR Therapeutics
08-02-2017,BNTX,YAHOO,USD,251.51,5,buy,4.95,BioNTech
09-02-2017,MRNA,YAHOO,USD,70.29,13,sell,0,Moderna
27-02-2017,BYND,YAHOO,USD,31.71,23,sell,0,Beyond Meat
03-03-2017,BYND,YAHOO,USD,30.6,34,buy,0,Beyond Meat
06-03-2017,MRNA,YAHOO,USD,339.23,57,buy,0,Moderna
07-03-2017,ZM,YAHOO,USD,372.35,70,buy,0,Zoom Video
09-03-2017,CRSP,YAHOO,USD,38.54,25,sell,4.95,CRISPR Therapeutics
10-03-2017,PTON,YAHOO,USD,0.63,18,dividend,0,Peloton dividend
13-03-2017,BYND,YAHOO,USD,50.71,34,buy,0,Beyond Meat
13-03-2017,BYND,YAHOO,USD,97.73,2,buy,9.95,Beyond Meat
20-03-2017,TDOC,YAHOO,USD,133.29,48,buy,1.0,Teladoc Health
20-03-2017,ZM,YAHOO,USD,63.14,26,sell,0,Zoom Video
22-03-2017,MRNA,YAHOO,USD,103.62,67,sell,1.0,Moderna
23-03-2017,EDIT,YAHOO,USD,64.75,28,buy,0,Editas Medicine
27-03-2017,BNTX,YAHOO,USD,137.82,79,sell,0,BioNTech
03-04-2017,PTON,YAHOO,USD,65.9,42,buy,1.0,Peloton
04-04-2017,CRSP,YAHOO,USD,32.22,70,sell,1.0,CRISPR Therapeutics
17-04-2017,BNTX,YAHOO,USD,3.25,31,dividend,0,BioNTech dividend
24-04-2017,EDIT,YAHOO,USD,35.61,30,buy,9.95,Editas Medicine
01-05-2017,ZM,YAHOO,USD,435.37,24,buy,1.0,Zoom Video
02-05-2017,ZM,YAHOO,USD,130.66,75,sell,0,Zoom Video
04-05-2017,CRSP,YAHOO,USD,22.78,26,sell,0,CRISPR Therapeutics
05-05-2017,BYND,YAHOO,USD,76.34,12,buy,0,Beyond Meat
08-05-2017,CRSP,YAHOO,USD,15.26,66,sell,9.95,CRISPR Therapeutics
15-05-2017,EDIT,YAHOO,USD,13.97,37,sell,0,Editas Medicine
15-05-2017,TDOC,YAHOO,USD,80.97,28,sell,0,Teladoc Health
17-05-2017,PTON,YAHOO,USD,1.97,2,dividend,0,Peloton dividend
22-05-2017,EDIT,YAHOO,USD,28.93,68,buy,9.95,Editas Medicine
22-05-2017,BNTX,YAHOO,USD,185.32,38,buy,4.95,BioNTech
24-05-2017,CRSP,YAHOO,USD,2.76,15,dividend,0,CRISPR Therapeutics dividend
26-05-2017,MRNA,YAHOO,USD,336.73,47,buy,1.0,Moderna
29-05-2017,EDIT,YAHOO,USD,2.69,34,dividend,0,Editas Medicine dividend
31-05-2017,TDOC,YAHOO,USD,154.6,75,buy,9.95,Teladoc Health
07-06-2017,PTON,YAHOO,USD,140.29,20,buy,0,Peloton
08-06-2017,TDOC,YAHOO,USD,219.04,16,buy,0,Teladoc Health
12-06-2017,CRSP,YAHOO,USD,69.74,75,buy,0,CRISPR Therapeutics
13-06-2017,TDOC,YAHOO,USD,19.46,63,buy,9.95,Teladoc Health
14-06-2017,EDIT,YAHOO,USD,8.91,34,sell,4.95,Editas Medicine
19-06-2017,EDIT,YAHOO,USD,13.63,1,sell,0,Editas Medicine
19-06-2017,ZM,YAHOO,USD,98.17,66,buy,0,Zoom Video
19-06-2017,MRNA,YAHOO,USD,449.39,29,buy,0,Moderna
26-06-2017,BYND,YAHOO,USD,3.15,15,dividend,0,Beyond Meat dividend
10-07-2017,PTON,YAHOO,USD,40.07,47,sell,1.0,Peloton
11-07-2017,BNTX,YAHOO,USD,339.54,34,buy,1.0,BioNTech
18-07-2017,EDIT,YAHOO,USD,25.27,79,sell,1.0,Editas Medicine
24-07-2017,BNTX,YAHOO,USD,246.94,27,buy,0,BioNTech
28-07-2017,PTON,YAHOO,USD,61.93,79,sell,0,Peloton
31-07-2017,PTON,YAHOO,USD,9.23,45,buy,0,Peloton
08-08-2017,Account Fee,MANUAL,USD,0,0,fee,41.79,Quarterly fee
16-08-2017,CRSP,YAHOO,USD,0.54,22,dividend,0,CRISPR Therapeutics dividend
24-08-2017,BNTX,YAHOO,USD,120.62,37,sell,0,BioNTech
28-08-2017,ZM,YAHOO,USD,1.96,41,dividend,0,Zoom Video dividend
29-08-2017,BNTX,YAHOO,USD,315.33,63,buy,4.95,BioNTech
31-08-2017,ZM,YAHOO,USD,80.74,78,sell,4.95,Zoom Video
08-09-2017,ZM,YAHOO,USD,1.04,21,dividend,0,Zoom Video dividend
13-09-2017,ZM,YAHOO,USD,144.65,59,buy,0,Zoom Video
15-09-2017,ZM,YAHOO,USD,116.25,26,buy,0,Zoom Video
18-09-2017,BYND,YAHOO,USD,8.27,24,sell,0,Beyond Meat
25-09-2017,BYND,YAHOO,USD,38.43,44,sell,4.95,Beyond Meat
26-09-2017,TDOC,YAHOO,USD,2.74,3,dividend,0,Teladoc Health dividend
03-10-2017,BYND,YAHOO,USD,25.67,23,buy,9.95,Beyond Meat
06-10-2017,MRNA,YAHOO,USD,304.22,49,buy,4.95,Moderna
09-10-2017,PTON,YAHOO,USD,53.25,48,buy,1.0,Peloton
09-10-2017,BYND,YAHOO,USD,1.19,19,dividend,0,Beyond Meat dividend
09-10-2017,ZM,YAHOO,USD,2.3,19,dividend,0,Zoom Video dividend
13-10-2017,PTON,YAHOO,USD,12.27,71,sell,9.95,Peloton
23-10-2017,EDIT,YAHOO,USD,16.39,72,buy,9.95,Editas Medicine
24-10-2017,BYND,YAHOO,USD,67.48,76,sell,4.95,Beyond Meat
25-10-2017,CRSP,YAHOO,USD,2.22,14,dividend,0,CRISPR Therapeutics dividend
26-10-2017,EDIT,YAHOO,USD,12.95,6,sell,0,Editas Medicine
27-10-2017,TDOC,YAHOO,USD,97.2,44,sell,0,Teladoc Health
30-10-2017,Account Fee,MANUAL,USD,0,0,fee,27.65,Quarterly fee
31-10-2017,TDOC,YAHOO,USD,1.42,44,dividend,0,Teladoc Health dividend
06-11-2017,Account Fee,MANUAL,USD,0,0,fee,14.25,Quarterly fee
13-11-2017,BYND,YAHOO,USD,98.16,27,sell,0,Beyond Meat
14-11-2017,MRNA,YAHOO,USD,127.9,76,sell,9.95,Moderna
15-11-2017,MRNA,YAHOO,USD,155.27,31,sell,1.0,Moderna
20-11-2017,BYND,YAHOO,USD,101.0,75,buy,0,Beyond Meat
20-11-2017,TDOC,YAHOO,USD,73.06,68,sell,9.95,Teladoc Health
20-11-2017,CRSP,YAHOO,USD,102.82,62,buy,0,CRISPR Therapeutics
23-11-2017,MRNA,YAHOO,USD,3.32,32,dividend,0,Moderna dividend
28-11-2017,TDOC,YAHOO,USD,228.6,21,buy,0,Teladoc Health
07-12-2017,BYND,YAHOO,USD,74.82,42,sell,0,Beyond Meat
11-12-2017,PTON,YAHOO,USD,1.69,22,dividend,0,Peloton dividend
11-12-2017,TDOC,YAHOO,USD,73.29,3,sell,0,Teladoc Health
11-12-2017,TDOC,YAHOO,USD,240.18,2,buy,9.95,Teladoc Health
11-12-2017,MRNA,YAHOO,USD,99.96,76,sell,0,Moderna
12-12-2017,TDOC,YAHOO,USD,39.37,80,sell,1.0,Teladoc Health
15-12-2017,ZM,YAHOO,USD,412.3,78,buy,0,Zoom Video
18-12-2017,MRNA,YAHOO,USD,53.91,47,sell,0,Moderna
21-12-2017,BYND,YAHOO,USD,139.87,24,buy,0,Beyond Meat
01-01-2018,TDOC,YAHOO,USD,33.16,44,buy,0,Teladoc Health
08-01-2018,BNTX,YAHOO,USD,423.09,3,buy,0,BioNTech
16-01-2018,EDIT,YAHOO,USD,10.65,23,sell,1.0,Editas Medicine
16-01-2018,ZM,YAHOO,USD,0.71,32,dividend,0,Zoom Video dividend
19-01-2018,EDIT,YAHOO,USD,7.02,20,sell,4.95,Editas Medicine
22-01-2018,TDOC,YAHOO,USD,1.4,14,dividend,0,Teladoc Health dividend
22-01-2018,ZM,YAHOO,USD,60.89,4,sell,0,Zoom Video
24-01-2018,MRNA,YAHOO,USD,0.52,21,dividend,0,Moderna dividend
13-02-2018,ZM,YAHOO,USD,72.46,63,sell,1.0,Zoom Video
13-02-2018,EDIT,YAHOO,USD,1.65,6,dividend,0,Editas Medicine dividend
13-02-2018,BYND,YAHOO,USD,9.38,57,sell,4.95,Beyond Meat
16-02-2018,BNTX,YAHOO,USD,312.6,21,buy,0,BioNTech
28-02-2018,PTON,YAHOO,USD,25.91,51,sell,0,Peloton
02-03-2018,BYND,YAHOO,USD,198.56,8,buy,0,Beyond Meat
05-03-2018,PTON,YAHOO,USD,3.48,13,sell,0,Peloton
05-03-2018,BNTX,YAHOO,USD,222.67,4,buy,0,BioNTech
06-03-2018,BNTX,YAHOO,USD,181.31,52,sell,0,BioNTech
09-03-2018,BNTX,YAHOO,USD,161.41,1,buy,0,BioNTech
12-03-2018,MRNA,YAHOO,USD,165.83,54,sell,0,Moderna
16-03-2018,CRSP,YAHOO,USD,93.52,62,buy,1.0,CRISPR Therapeutics
19-03-2018,EDIT,YAHOO,USD,3.38,43,dividend,0,Editas Medicine dividend
21-03-2018,TDOC,YAHOO,USD,26.06,9,sell,0,Teladoc Health
26-03-2018,BYND,YAHOO,USD,165.68,22,buy,0,Beyond Meat
26-03-2018,TDOC,YAHOO,USD,2.83,35,dividend,0,Teladoc Health dividend
26-03-2018,MRNA,YAHOO,USD,155.94,59,buy,1.0,Moderna
10-04-2018,BNTX,YAHOO,USD,184.68,48,buy,0,BioNTech
18-04-2018,BNTX,YAHOO,USD,66.01,11,sell,9.95,BioNTech
20-04-2018,TDOC,YAHOO,USD,210.65,76,buy,0,Teladoc Health
20-04-2018,BNTX,YAHOO,USD,225.55,50,buy,4.95,BioNTech
23-04-2018,TDOC,YAHOO,USD,103.48,16,sell,9.95,Teladoc Health
24-04-2018,Account Fee,MANUAL,USD,0,0,fee,48.65,Quarterly fee
25-04-2018,EDIT,YAHOO,USD,0.76,4,dividend,0,Editas Medicine dividend
26-04-2018,PTON,YAHOO,USD,8.56,21,buy,0,Peloton
26-04-2018,TDOC,YAHOO,USD,0.99,46,dividend,0,Teladoc Health dividend
27-04-2018,CRSP,YAHOO,USD,146.92,37,buy,0,CRISPR Therapeutics
30-04-2018,ZM,YAHOO,USD,1.68,38,dividend,0,Zoom Video dividend
07-05-2018,EDIT,YAHOO,USD,15.22,6,sell,0,Editas Medicine
14-05-2018,BYND,YAHOO,USD,1.77,18,dividend,0,Beyond Meat dividend
14-05-2018,EDIT,YAHOO,USD,11.06,69,buy,0,Editas Medicine
01-06-2018,PTON,YAHOO,USD,51.01,57,buy,0,Peloton
04-06-2018,MRNA,YAHOO,USD,375.57,56,buy,4.95,Moderna
04-06-2018,BNTX,YAHOO,USD,87.0,19,sell,0,BioNTech
13-06-2018,BYND,YAHOO,USD,50.04,51,buy,1.0,Beyond Meat
18-06-2018,CRSP,YAHOO,USD,23.52,67,sell,9.95,CRISPR Therapeutics
18-06-2018,EDIT,YAHOO,USD,4.11,33,sell,4.95,Editas Medicine
19-06-2018,CRSP,YAHOO,USD,2.68,48,dividend,0,CRISPR Therapeutics dividend
25-06-2018,EDIT,YAHOO,USD,42.4,28,buy,0,Editas Medicine
25-06-2018,ZM,YAHOO,USD,365.02,40,buy,1.0,Zoom Video
02-07-2018,BNTX,YAHOO,USD,113.16,13,sell,1.0,BioNTech
06-07-2018,BYND,YAHOO,USD,37.24,45,buy,1.0,Beyond Meat
09-07-2018,PTON,YAHOO,USD,116.9,38,buy,0,Peloton
09-07-2018,MRNA,YAHOO,USD,63.98,15,sell,0,Moderna
